AQ,DQ,Loss,Stage1,Train1,Val1,Test1,Stage2,Train2,Val2,Test2,Stage3,Train3,Val3,Test3,AQMean,AQStdev,DQMean,DQStdev,LossMean,LossStdev,AQNorm,DQNorm,LossNorm,Categorical,Set1,Set2,Set3
24,33,654348.022155966,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,1.9905263429433,-0.978932078422215,1303,,,
25,33,713201.095514,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,1.9905263429433,-0.977419207660481,1304,,,
26,33,1173996.52353547,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,1.9905263429433,-0.965574050043083,1305,,,
27,33,794596.351321209,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,1.9905263429433,-0.975326869985855,1306,,,
28,33,560317.163863115,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,1.9905263429433,-0.981349225532725,1307,,,
29,33,255293.27751507,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,1.9905263429433,-0.989190136685809,1308,,,
30,33,1027946.65753876,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,1.9905263429433,-0.969328392160059,1309,,,
31,33,993810.875553042,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,1.9905263429433,-0.970205882893312,1310,,,
32,33,356365.13196933,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,1.9905263429433,-0.986591994486712,1311,,,
33,33,124784.416508521,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,1.9905263429433,-0.992544983403207,1312,,,
34,33,197758.614642763,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,1.9905263429433,-0.990669116529669,1313,,,
35,33,1697653.88991018,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,1.9905263429433,-0.95211297021238,1314,,,
36,33,693852.459423483,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,1.9905263429433,-0.977916581614815,1315,,,
37,33,221618.07899612,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,1.9905263429433,-0.990055787710098,1316,,,
38,33,789511.967913895,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,1.9905263429433,-0.97545756859783,1317,,,
39,33,2031545.39656695,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,1.9905263429433,-0.943529991122414,1318,,,
40,33,812775.012383906,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,1.9905263429433,-0.97485957128351,1319,,,
1,34,430905.417748781,0,0,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,2.09529088730873,-0.984675869932928,1320,,Train,Train
2,34,1284765.97630113,0,0,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,2.09529088730873,-0.962726622426807,1321,,Train,Train
3,34,823659.270903965,0,0,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,2.09529088730873,-0.974579781706881,1322,,Train,Train
4,34,1850214.26763251,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,2.09529088730873,-0.948191269582558,1323,,Test,Validation
5,34,3058511.04157264,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,2.09529088730873,-0.917130922917729,1324,,Test,Validation
6,34,1768726.34557394,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,2.09529088730873,-0.950285989325856,1325,,Test,Validation
7,34,316538.461745539,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,2.09529088730873,-0.987615774579763,1326,,Test,Validation
8,34,203038.648856135,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,2.09529088730873,-0.990533388539157,1327,,,
9,34,225259.974400309,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,2.09529088730873,-0.989962169539288,1328,,,
10,34,3092016.99712169,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,2.09529088730873,-0.916269622434987,1329,,,
11,34,407739.880633149,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,2.09529088730873,-0.985271360733704,1330,,,
12,34,512983.234454819,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,2.09529088730873,-0.982565986421389,1331,,,
13,34,321323.865951146,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,2.09529088730873,-0.987492761494929,1332,,,
14,34,605568.305734373,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,2.09529088730873,-0.980186004556046,1333,,,
15,34,2002882.25908505,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,2.09529088730873,-0.944266802645783,1334,,,
16,34,457436.907312161,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,2.09529088730873,-0.983993854321245,1335,,,
17,34,279984.984758618,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,2.09529088730873,-0.988555414320185,1336,,,
18,34,683432.952879651,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,2.09529088730873,-0.978184424327224,1337,,,
19,34,2509020.39346252,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,2.09529088730873,-0.931256070304928,1338,,,
20,34,193193.124899086,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,2.09529088730873,-0.990786476517042,1339,,,
21,34,1315291.57765227,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,2.09529088730873,-0.961941934607913,1340,,,
22,34,1194125.90358785,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,2.09529088730873,-0.965056606368599,1341,,,
23,34,730851.238151319,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,2.09529088730873,-0.976965494995826,1342,,,
24,34,1012161.18468959,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,2.09529088730873,-0.969734171824077,1343,,,
25,34,1568787.89302219,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,2.09529088730873,-0.955425585641781,1344,,,
26,34,379746.210408733,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,2.09529088730873,-0.985990963003895,1345,,,
27,34,553183.315638963,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,2.09529088730873,-0.981532607466431,1346,,,
28,34,513891.07611715,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,2.09529088730873,-0.982542649541447,1347,,,
29,34,65662.1845086552,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,2.09529088730873,-0.994064773127983,1348,,,
30,34,473143.324398839,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,2.09529088730873,-0.983590106856139,1349,,,
31,34,526125.531596689,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,2.09529088730873,-0.982228151947275,1350,,,
32,34,3432533.70776928,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,2.09529088730873,-0.907516336565166,1351,,,
33,34,1265290.60080339,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,2.09529088730873,-0.963227254330685,1352,,,
34,34,266425.2141442,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,2.09529088730873,-0.988903980322399,1353,,,
35,34,2611393.62755395,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,2.09529088730873,-0.928624474981115,1354,,,
36,34,1001353.2906286,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,2.09529088730873,-0.97001199838415,1355,,,
37,34,1243597.32599232,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,2.09529088730873,-0.96378489931531,1356,,,
38,34,452523.621977853,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,2.09529088730873,-0.984120154704594,1357,,,
39,34,705192.575642906,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,2.09529088730873,-0.977625073809289,1358,,,
40,34,361181.968026671,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,2.09529088730873,-0.986468173418085,1359,,,
1,35,1996854.66346465,0,0,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,2.20005543167417,-0.944421747369267,1360,,Train,Train
2,35,1629334.72530175,0,0,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,2.20005543167417,-0.95386917529573,1361,,Train,Train
3,35,1301725.19763177,0,0,0,0,1,0,0,1,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,2.20005543167417,-0.962290670510807,1362,,Test,Train
4,35,460975.077758947,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,2.20005543167417,-0.983902902493014,1363,,Test,Validation
5,35,801467.19819038,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,2.20005543167417,-0.975150248736639,1364,,Test,Validation
6,35,509434.296328411,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,2.20005543167417,-0.982657215042433,1365,,Test,Validation
7,35,135328.616812592,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,2.20005543167417,-0.992273935326434,1366,,,
8,35,973448.898503235,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,2.20005543167417,-0.970729305681147,1367,,,
9,35,48430.665017,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,2.20005543167417,-0.994507724711167,1368,,,
10,35,1610310.12685994,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,2.20005543167417,-0.954358219573184,1369,,,
11,35,177444.892231009,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,2.20005543167417,-0.991191298888978,1370,,,
12,35,361601.754898538,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,2.20005543167417,-0.986457382421993,1371,,,
13,35,351937.74712379,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,2.20005543167417,-0.986705804364457,1372,,,
14,35,1058573.06471589,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,2.20005543167417,-0.968541113037466,1373,,,
15,35,139074.777666184,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,2.20005543167417,-0.992177636919218,1374,,,
16,35,296667.909960136,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,2.20005543167417,-0.988126564842707,1375,,,
17,35,436589.704234084,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,2.20005543167417,-0.984529750277076,1376,,,
18,35,746224.387930303,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,2.20005543167417,-0.976570314464218,1377,,,
19,35,632333.042422945,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,2.20005543167417,-0.979497993118898,1378,,,
20,35,1147609.55796794,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,2.20005543167417,-0.966252350536502,1379,,,
21,35,993365.4937282,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,2.20005543167417,-0.970217331830506,1380,,,
22,35,3159103.49201932,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,2.20005543167417,-0.91454510422639,1381,,,
23,35,2210194.07850941,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,2.20005543167417,-0.938937667355585,1382,,,
24,35,116435.430939928,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,2.20005543167417,-0.992759601526546,1383,,,
25,35,1576713.17026023,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,2.20005543167417,-0.955221859319128,1384,,,
26,35,720692.253781286,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,2.20005543167417,-0.97722664075331,1385,,,
27,35,4510439.99980652,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,2.20005543167417,-0.879807793577253,1386,,,
28,35,364495.17248653,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,2.20005543167417,-0.986383004541271,1387,,,
29,35,1157836.02890075,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,2.20005543167417,-0.965989469976708,1388,,,
30,35,954867.311045963,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,2.20005543167417,-0.971206961965972,1389,,,
31,35,1422847.49779095,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,2.20005543167417,-0.959177113715056,1390,,,
32,35,113621.273761814,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,2.20005543167417,-0.992831941947714,1391,,,
33,35,2294487.8247837,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,2.20005543167417,-0.936770821397354,1392,,,
34,35,387508.052525679,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,2.20005543167417,-0.985791437926853,1393,,,
35,35,1714397.81156984,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,2.20005543167417,-0.951682552766522,1394,,,
36,35,1642868.26804838,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,2.20005543167417,-0.953521283504259,1395,,,
37,35,471373.319530898,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,2.20005543167417,-0.983635606410539,1396,,,
38,35,295343.207807444,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,2.20005543167417,-0.988160617493495,1397,,,
39,35,1098380.65629684,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,2.20005543167417,-0.967517823377952,1398,,,
40,35,475144.191493685,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,2.20005543167417,-0.983538672782213,1399,,,
1,36,206559.087863688,0,0,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,2.30481997603961,-0.990442892513391,1400,,Train,Train
2,36,67871.7225778382,0,0,0,0,1,0,0,1,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,2.30481997603961,-0.994007974980476,1401,,Test,Train
3,36,138481.748572252,0,0,0,0,1,0,0,1,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,2.30481997603961,-0.992192881261202,1402,,Test,Train
4,36,1328305.6464615,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,2.30481997603961,-0.961607396357499,1403,,Test,Validation
5,36,280444.865894314,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,2.30481997603961,-0.988543592665268,1404,,Test,Validation
6,36,433469.806217035,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,2.30481997603961,-0.984609950039302,1405,,,
7,36,182687.210813712,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,2.30481997603961,-0.991056540412404,1406,,,
8,36,25695.7640181702,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,2.30481997603961,-0.995092145626329,1407,,,
9,36,64238.5379492751,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,2.30481997603961,-0.994101369233027,1408,,,
10,36,470663.665919265,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,2.30481997603961,-0.983653848689807,1409,,,
11,36,466126.271331723,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,2.30481997603961,-0.983770486466125,1410,,,
12,36,467282.380653846,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,2.30481997603961,-0.983740767644473,1411,,,
13,36,571150.716981579,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,2.30481997603961,-0.981070739383685,1412,,,
14,36,75975.3379439629,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,2.30481997603961,-0.993799664317121,1413,,,
15,36,401402.96083677,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,2.30481997603961,-0.985434256911123,1414,,,
16,36,157637.277217728,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,2.30481997603961,-0.991700471306041,1415,,,
17,36,688855.510892714,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,2.30481997603961,-0.978045032635276,1416,,,
18,36,1798211.35633425,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,2.30481997603961,-0.949528050816556,1417,,,
19,36,587013.042204881,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,2.30481997603961,-0.980662984160819,1418,,,
20,36,970774.682716872,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,2.30481997603961,-0.970798048783978,1419,,,
21,36,668770.913125076,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,2.30481997603961,-0.978561325141174,1420,,,
22,36,396475.166354979,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,2.30481997603961,-0.985560930265053,1421,,,
23,36,24907.3131399263,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,2.30481997603961,-0.995112413459642,1422,,,
24,36,657850.046194701,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,2.30481997603961,-0.978842055769653,1423,,,
25,36,837979.177342091,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,2.30481997603961,-0.974211675735096,1424,,,
26,36,131357.831590721,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,2.30481997603961,-0.992376007903455,1425,,,
27,36,276475.273938489,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,2.30481997603961,-0.988645634568321,1426,,,
28,36,860241.972848023,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,2.30481997603961,-0.97363939071286,1427,,,
29,36,536499.806355297,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,2.30481997603961,-0.981961471958262,1428,,,
30,36,560368.205155044,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,2.30481997603961,-0.981347913470774,1429,,,
31,36,355995.072865821,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,2.30481997603961,-0.98660150718615,1430,,,
32,36,845415.79561226,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,2.30481997603961,-0.974020510827213,1431,,,
33,36,8830.62012813834,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,2.30481997603961,-0.995525679197779,1432,,,
34,36,916403.862130482,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,2.30481997603961,-0.972195699238971,1433,,,
35,36,1943399.32504975,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,2.30481997603961,-0.945795864538213,1434,,,
36,36,134700.701878844,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,2.30481997603961,-0.992290076440057,1435,,,
37,36,544223.87308604,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,2.30481997603961,-0.981762917931227,1436,,,
38,36,225834.378390843,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,2.30481997603961,-0.989947403972205,1437,,,
